citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	dists35	dists36	dists37	dists38	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	times35	times36	times37	times38	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	region35	region36	region37	region38	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34	country35	country36	country37	country38
Voronezh, Voronezhskaya Oblast’, Russia	829.6352690141281	1043.876485931299	6.890666666666678	1.2269391001820527	25	369.49180992966103	580.41418591254	437.95928115984975	403.7421420582312	540.7150349134398	729.88201433973	412.3942403526277	1111.6964425315336	635.4520576088939	558.0120776456808	776.6304141713656	3104.904425656834	639.367010244701	17.645567337216917	148.36340861227362	58.9365726972898	69.87851396598688	3822.479815143877	3728.7844597246212	756.9534350287854	761.2552300628136	122.93957691336634	354.86596240512	345.089506341451	253.02854059531458															6.466666666666679	8.23333333333334	6.833333333333345	2.833333333333359	5.866666666666681	7.400000000000009	7.466666666666676	7.6000000000000085	5.666666666666682	7.933333333333341	6.6666666666666785	5.833333333333348	6.633333333333345	7.30000000000001	7.233333333333343	6.966666666666677	6.866666666666678	4.3333333333333535	6.966666666666677	7.233333333333343	7.766666666666675	8.066666666666674	8.066666666666674	7.700000000000008	8.33333333333334															Île-de-France	California	British Columbia	England	New South Wales	Aargau	Aargau	California	Ontario	New York	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	England	England	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau															France	United States	Canada	United Kingdom	Australia	Switzerland	Switzerland	United States	Canada	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland														
Qingdao, Shandong, China	827.9002703669837	552.825737626074	7.411904761904769	1.2947149678877394	14	584.1970575008478	1058.3159144588267	1846.1998367120727	982.9869903261701	651.2421123380092	1292.8379448936246	1038.8282504677425	1454.6801989158987	375.6058144692339	118.61203526672075	263.49272859447836	1567.9102420971494	150.7140666487246	204.98059244827292																										8.433333333333339	7.566666666666675	7.766666666666675	6.800000000000011	8.066666666666674	7.566666666666675	7.500000000000009	3.000000000000025	7.966666666666674	7.666666666666675	8.200000000000006	8.400000000000006	7.466666666666676	7.366666666666676																										California	California	Pennsylvania	Pennsylvania	North Carolina	Aargau	Aargau	California	Alberta	Aargau	Aargau	Aargau	Aargau	Aargau																										United States	United States	United States	United States	United States	Switzerland	Switzerland	United States	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																									
Hangzhou, Zhejiang, China	826.807683105248	550.7639113231462	7.374074074074083	0.8235391522288223	9	886.0904245696775	1453.6177663929275	429.09493222733215	1414.6230935847034	1639.9901814386142	953.6332195820067	105.988740004772	407.75468809791795	150.47610204928029																															7.466666666666676	7.500000000000009	8.03333333333334	6.833333333333345	5.800000000000015	6.333333333333346	7.933333333333341	8.266666666666673	8.200000000000006																															Aargau	Aargau	Aargau	Aargau	England	England	Aargau	Aargau	Aargau																															Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland																														
Xingyi, Guizhou, China	817.5896279519449	476.36092881104736	7.402777777777787	0.6336926368711321	12	1429.8281177191714	104.62137910166508	478.90717090618074	984.4010718810109	422.5702310297414	253.28991842197482	1518.4406727305113	643.9937076784611	1472.3533605749142	1117.3774788279163	968.0849775767151	417.20744897507615																												6.866666666666678	7.266666666666676	7.733333333333341	7.966666666666674	8.266666666666673	7.400000000000009	6.900000000000011	6.433333333333346	6.600000000000012	7.066666666666677	8.500000000000005	7.833333333333341																												Stockholm	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Colorado	Colorado	Aargau																												Sweden	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States	United States	Switzerland																											
Liaoyuan, Jilin, China	809.0297284227071	892.9784136615141	7.730952380952389	0.7180732913155011	14	1782.4532141245504	1452.4460119296357	1993.5519394962614	112.16818817154068	91.66289897363636	2243.3976511211677	117.88898980920467	91.81642905016396	404.86551823290654	205.8463242063905	105.89397587253909	165.97233992077363	2391.011249178134	167.44146783099563																										8.03333333333334	6.900000000000011	5.800000000000015	7.833333333333341	7.266666666666676	8.500000000000005	8.13333333333334	7.466666666666676	7.166666666666677	8.366666666666672	8.166666666666673	8.13333333333334	8.433333333333339	8.03333333333334																										Aargau	Aargau	Virginia	Aargau	Aargau	Georgia	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	California	California																										Switzerland	Switzerland	United States	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States	United States																									
Izhevsk, Udmurtiya, Russia	802.5748272931154	546.887910450828	7.291666666666676	1.2800553373454817	12	162.94067871149866	562.3167837504997	294.98427269442374	2306.2137975153105	607.9046607701115	630.8604046059785	975.8469563981362	374.4340861975713	662.6162622690132	1140.1961670012909	689.7792287157805	1222.8046288877686																												4.900000000000018	7.400000000000009	4.233333333333354	7.533333333333342	7.866666666666674	7.30000000000001	7.700000000000008	7.800000000000008	7.566666666666675	8.433333333333339	8.400000000000006	8.366666666666672																												Pennsylvania	Pennsylvania	Aargau	Aargau	Aargau	Alberta	Aargau	England	England	Aargau	Aargau	Aargau																												United States	United States	Switzerland	Switzerland	Switzerland	Canada	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland																											
Novokuznetsk, Kemerovskaya Oblast’, Russia	797.9754371636747	1080.1789342554448	7.23750000000001	0.5956876278721907	16	3197.990639717819	295.99825786331803	275.2033461876989	210.32635783223802	277.45794259272424	166.75184728996402	2841.486814419244	2890.3197717499256	191.61099428797993	152.91454770699093	1245.17052314611	425.23719770667196	173.98227101192413	89.20342232673937	122.59205298299958	211.36100779644678																								6.2000000000000135	6.833333333333345	7.4333333333333425	6.800000000000011	6.933333333333344	8.100000000000007	6.766666666666678	7.833333333333341	7.4333333333333425	7.866666666666674	7.700000000000008	6.833333333333345	7.1333333333333435	6.566666666666679	6.933333333333344	8.433333333333339																								Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	England	England	Aargau	Aargau	Colorado	Colorado	Aargau	Aargau	Aargau	California																								Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland	United States	United States	Switzerland	Switzerland	Switzerland	United States																							
Luohe, Henan, China	791.3691195836758	945.0054683549299	7.32962962962964	1.0876914554835637	9	3089.5118922595007	427.5390292997181	220.62464143164715	65.51070053394339	1636.5327059954368	956.0378059289333	137.32098240783267	62.07704547285378	527.1672729232156																															4.366666666666687	7.1333333333333435	7.333333333333343	7.966666666666674	7.966666666666674	7.733333333333341	7.533333333333342	8.000000000000007	7.933333333333341																															Florida	Florida	Aargau	Aargau	Aargau	Baden-Württemberg	Aargau	Aargau	Aargau																															United States	United States	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Switzerland	Switzerland																														
Anshan, Liaoning, China	788.2428094209918	1187.6896889885447	6.910000000000013	0.9886073257084622	20	682.9105313742488	74.12082451167853	5002.709931543731	150.900686594284	79.50104668857699	633.4198593505391	50.731574651188325	23.05326684741595	2142.189851867993	1868.1139113364522	618.5468524270644	1906.7879944236574	1482.5965103928233	600.5908181583837	153.88822469902755	139.363864230048	13.670563574230865	37.5257807523703	58.642468197524074	45.59162679859959																				6.066666666666681	6.066666666666681	6.26666666666668	7.466666666666676	7.800000000000008	6.700000000000012	7.366666666666676	7.566666666666675	6.766666666666678	5.866666666666681	5.633333333333349	6.033333333333347	6.800000000000011	4.5000000000000195	7.1333333333333435	7.633333333333342	8.266666666666673	8.100000000000007	8.000000000000007	8.166666666666673																				Ontario	Aargau	England	California	Aargau	Aargau	Aargau	Aargau	Arizona	California	Aargau	Ontario	England	England	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																				Canada	Switzerland	United Kingdom	United States	Switzerland	Switzerland	Switzerland	Switzerland	United States	United States	Switzerland	Canada	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																			
Ivanovo, Ivanovskaya Oblast’, Russia	785.4742772372348	878.3452188334855	7.451724137931044	0.516589627693343	29	519.1368418242403	822.5471586915812	639.1784795012062	534.6742258682838	1443.5374648843642	1115.4316777575718	203.05390394189328	163.81488659488082	374.6891998543134	368.66035745568223	210.2097552714141	459.9450590803717	294.9574279094833	3206.7996929865426	721.4254202533157	574.5601757987932	774.3634657300369	668.1954208057997	4379.109080028921	740.937683079967	893.2760174827683	451.7403828428168	585.0974782425052	470.99517850447336	382.19866249428213	394.94394676283804	618.488917665166	101.31311127339023	665.4729672929099											6.700000000000012	8.500000000000005	8.13333333333334	7.766666666666675	7.066666666666677	7.400000000000009	7.566666666666675	6.966666666666677	7.400000000000009	7.800000000000008	6.26666666666668	7.466666666666676	7.9000000000000075	6.400000000000013	7.10000000000001	7.30000000000001	6.933333333333344	7.533333333333342	7.866666666666674	7.466666666666676	8.13333333333334	7.6000000000000085	7.533333333333342	7.333333333333343	7.833333333333341	7.266666666666676	7.733333333333341	6.900000000000011	8.23333333333334											England	California	California	California	California	California	Andalusia	Colorado	Sofia-Capital	Aargau	New York	Aargau	Scotland	Ontario	Pennsylvania	Pennsylvania	Aargau	Aargau	California	Aargau	Aargau	Aargau	Aargau	Aargau	England	England	Aargau	Aargau	Aargau											United Kingdom	United States	United States	United States	United States	United States	Spain	United States	Bulgaria	Switzerland	United States	Switzerland	United Kingdom	Canada	United States	United States	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland										
Samara, Samarskaya Oblast’, Russia	784.3493985962424	789.2655616230918	7.191666666666677	0.8225553004036976	16	960.9078073612652	3281.664155978708	602.0226706930771	985.2304029312729	1080.4438870156594	380.8837891962154	278.39924752112927	107.01345634762937	310.62314796183205	324.7117104871133	700.0775926281054	767.9113100975843	556.9423450000917	181.80003813148994	94.66759450610142	1936.2912216826032																								7.1333333333333435	7.533333333333342	7.766666666666675	5.566666666666682	6.16666666666668	7.933333333333341	5.466666666666683	7.733333333333341	7.966666666666674	6.466666666666679	7.033333333333344	7.1333333333333435	7.533333333333342	7.9000000000000075	7.566666666666675	8.166666666666673																								Lisbon	Uppsala	Catalonia	England	England	California	Aargau	Aargau	Aargau	Alberta	Aargau	Utrecht	Île-de-France	Aargau	Aargau	California																								Portugal	Sweden	Spain	United Kingdom	United Kingdom	United States	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Netherlands	France	Switzerland	Switzerland	United States																							
Nanning, Guangxi, China	783.3123220133517	618.4064907012014	6.996666666666679	1.1930306878794912	20	156.51318497066865	26.584830158916503	1690.7627178032708	1070.4615317431383	1120.379967532273	1282.073337048666	2139.8629483429154	506.1024561778249	453.5393879144522	1499.5740336209897	1660.2820357270698	1259.7971671097612	139.8931784545407	586.8771179111033	164.56575929678323	150.8930437653898	540.6210528253836	639.1063336428097	93.80356698407405	484.552789237006																				7.366666666666676	7.166666666666677	7.766666666666675	6.000000000000014	7.9000000000000075	8.666666666666671	3.8666666666666885	4.30000000000002	7.933333333333341	7.20000000000001	6.6666666666666785	6.766666666666678	7.30000000000001	7.1333333333333435	8.300000000000006	7.500000000000009	7.766666666666675	7.566666666666675	7.166666666666677	5.600000000000016																				Aargau	Aargau	Virginia	Aargau	California	California	England	England	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Baden-Württemberg	Aargau	Aargau																				Switzerland	Switzerland	United States	Switzerland	United States	United States	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Switzerland																			
Kazan’, Tatarstan, Russia	780.2653897533074	623.1580408172297	5.661538461538476	1.7068913190406751	13	226.6805312604562	640.7429409928209	289.5059352744559	894.5085356166838	987.0592947558841	1103.7238147246826	1443.4006043506208	577.579296963867	500.2591579473574	179.1733079110469	2516.307493162	599.0600868904797	185.44906694264117																											6.400000000000013	5.100000000000017	5.766666666666682	4.166666666666687	1.8333333333333612	3.3666666666666902	5.7333333333333485	6.866666666666678	6.566666666666679	7.666666666666675	8.166666666666673	4.9666666666666845	7.000000000000011																											England	Stockholm	Harjumaa	Harjumaa	Texas	North Brabant	Aargau	Aargau	Aargau	Aargau	England	England	Aargau																											United Kingdom	Sweden	Estonia	Estonia	United States	Netherlands	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland																										
