citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	dists35	dists36	dists37	dists38	dists39	dists40	dists41	dists42	dists43	dists44	dists45	dists46	dists47	dists48	dists49	dists50	dists51	dists52	dists53	dists54	dists55	dists56	dists57	dists58	dists59	dists60	dists61	dists62	dists63	dists64	dists65	dists66	dists67	dists68	dists69	dists70	dists71	dists72	dists73	dists74	dists75	dists76	dists77	dists78	dists79	dists80	dists81	dists82	dists83	dists84	dists85	dists86	dists87	dists88	dists89	dists90	dists91	dists92	dists93	dists94	dists95	dists96	dists97	dists98	dists99	dists100	dists101	dists102	dists103	dists104	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	times35	times36	times37	times38	times39	times40	times41	times42	times43	times44	times45	times46	times47	times48	times49	times50	times51	times52	times53	times54	times55	times56	times57	times58	times59	times60	times61	times62	times63	times64	times65	times66	times67	times68	times69	times70	times71	times72	times73	times74	times75	times76	times77	times78	times79	times80	times81	times82	times83	times84	times85	times86	times87	times88	times89	times90	times91	times92	times93	times94	times95	times96	times97	times98	times99	times100	times101	times102	times103	times104	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	region35	region36	region37	region38	region39	region40	region41	region42	region43	region44	region45	region46	region47	region48	region49	region50	region51	region52	region53	region54	region55	region56	region57	region58	region59	region60	region61	region62	region63	region64	region65	region66	region67	region68	region69	region70	region71	region72	region73	region74	region75	region76	region77	region78	region79	region80	region81	region82	region83	region84	region85	region86	region87	region88	region89	region90	region91	region92	region93	region94	region95	region96	region97	region98	region99	region100	region101	region102	region103	region104	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34	country35	country36	country37	country38	country39	country40	country41	country42	country43	country44	country45	country46	country47	country48	country49	country50	country51	country52	country53	country54	country55	country56	country57	country58	country59	country60	country61	country62	country63	country64	country65	country66	country67	country68	country69	country70	country71	country72	country73	country74	country75	country76	country77	country78	country79	country80	country81	country82	country83	country84	country85	country86	country87	country88	country89	country90	country91	country92	country93	country94	country95	country96	country97	country98	country99	country100	country101	country102	country103	country104
Discovery of Denisovans	4252.434483816818	2847.3312548405884	6.576666666666678	0.7194210635411386	10	8917.558702667331	3155.1770453547747	2761.716249079837	5755.872586139317	3049.9439030845087	3005.5943572734877	9896.634479883032	2377.8520305570037	3075.202474860906	528.79300926799																																																																																																7.30000000000001	6.866666666666678	7.000000000000011	5.23333333333335	7.333333333333343	7.066666666666677	5.2666666666666835	6.400000000000013	6.733333333333345	6.566666666666679																																																																																																Alberta	Saxony	Aargau	Ontario	Aargau	Florida	Aargau	Aargau	Aargau	California																																																																																																Canada	Germany	Switzerland	Canada	Switzerland	United States	Switzerland	Switzerland	Switzerland	United States																																																																																															
Bagan, Pagan Kingdom	4215.029599096158	2830.1466551949243	5.848484848484862	1.7449704715954684	11	8546.495790709821	5259.509494849137	3658.4531833887154	1331.6929078650032	7114.410777249017	1171.7716718271724	4709.215278874102	949.9924179751791	8550.019877876995	4358.154928134674	715.6092613079189																																																																																															7.033333333333344	5.700000000000015	7.000000000000011	6.933333333333344	5.000000000000018	1.2666666666666928	5.33333333333335	8.33333333333334	5.700000000000015	6.833333333333345	5.200000000000017																																																																																															Alberta	Ontario	Aargau	Florida	Alberta	New York	Aargau	California	Aargau	Aargau	Aargau																																																																																															Canada	Canada	Switzerland	United States	Canada	United States	Switzerland	United States	Switzerland	Switzerland	Switzerland																																																																																														
Hindenburg Disaster	4068.752578108329	2742.937850912835	7.237037037037045	0.8535249270509847	9	6369.685930178795	5185.228327104446	6278.2841164029405	83.65810786317323	6339.716229458823	6303.73899753855	71.80985215552192	547.0556227622152	5439.596019510489																																																																																																	7.000000000000011	5.366666666666683	8.200000000000006	8.500000000000005	7.666666666666675	7.30000000000001	6.866666666666678	6.866666666666678	7.366666666666676																																																																																																	Burgenland	Florida	Alberta	Alberta	Ontario	Aargau	Alberta	Aargau	California																																																																																																	Austria	United States	Canada	Canada	Canada	Switzerland	Canada	Switzerland	United States																																																																																																
CN Tower	4040.518633768896	4996.846958022976	5.750000000000013	3.0593844696823056	10	11784.845472413697	57.32974327370015	10713.4530104911	122.51665906742629	5601.89788418313	106.15115791445415	477.9308386945504	112.80619318709329	11296.580854053616	131.67452441020043																																																																																																1.200000000000026	8.100000000000007	7.933333333333341	8.33333333333334	7.166666666666677	7.833333333333341	6.600000000000012	0.666666666666692	1.5666666666666937	8.100000000000007																																																																																																California	Alberta	Saxony	Alberta	England	Västerbotten	Aargau	South Carolina	Île-de-France	Ontario																																																																																																United States	Canada	Germany	Canada	United Kingdom	Sweden	Switzerland	United States	France	Canada																																																																																															
Challenger Deep	4030.3971456929607	4411.815570930889	5.337037037037053	2.0982323215438847	9	650.6675769767287	8103.48231353859	483.52507099488355	266.01529748158873	6844.9727291734425	13406.611170419646	5239.46594253111	395.4714640378038	883.3627460828546																																																																																																	6.6666666666666785	5.300000000000017	7.966666666666674	7.766666666666675	5.43333333333335	1.3333333333333597	2.366666666666694	5.7333333333333485	5.466666666666683																																																																																																	Alberta	New York	Västerbotten	Alberta	South Carolina	Île-de-France	England	California	Ontario																																																																																																	Canada	United States	Sweden	Canada	United States	France	United Kingdom	United States	Canada																																																																																																
Rosalind Franklin takes first diffraction photo of DNA	4026.1436465805036	2800.2247983124307	5.181481481481497	2.6469694346419317	9	5854.3442099548165	5859.334064685962	67.82310434479035	38.157800868051375	167.67445728922382	5680.901850672687	6072.02790833976	6802.250158592784	5692.779264476454																																																																																																	1.5333333333333603	3.2666666666666906	6.833333333333345	8.066666666666674	7.333333333333343	3.46666666666669	1.133333333333359	7.9000000000000075	7.10000000000001																																																																																																	Burgenland	Alberta	Alberta	Alberta	Alberta	Florida	New York	Västerbotten	Aargau																																																																																																	Austria	Canada	Canada	Canada	Canada	United States	United States	Sweden	Switzerland																																																																																																
Discovery of early Australopithecus, a.k.a Lucy	4024.175920069283	4195.150260926775	6.818518518518529	0.8514491801905636	9	1803.2003343960935	148.26829811290443	4692.652871097579	585.5988684351364	12229.523922863515	1510.4229854565579	5163.81189113101	84.73917733620755	9999.364931794547																																																																																																	6.566666666666679	7.166666666666677	7.9000000000000075	6.033333333333347	7.066666666666677	5.43333333333335	8.066666666666674	7.233333333333343	5.900000000000015																																																																																																	Alberta	Alberta	Florida	Ontario	Aargau	Florida	England	Alberta	Aargau																																																																																																	Canada	Canada	United States	Canada	Switzerland	United States	United Kingdom	Canada	Switzerland																																																																																																
Meteor Crater	4008.004329646163	3648.420642074814	6.433333333333345	2.0790336583088136	14	9397.18173665977	2463.7292299345645	1757.1598641366977	3291.0186534859117	934.0758769475441	2590.6744722945946	2841.719320712729	2726.029820228789	10249.863510625335	403.6871327391322	10220.910120244504	478.4810782143477	8353.63150770269	403.8982911196811																																																																																												5.866666666666681	8.400000000000006	5.166666666666684	7.1333333333333435	4.833333333333352	6.6666666666666785	7.733333333333341	5.966666666666681	8.600000000000005	8.13333333333334	5.600000000000016	7.1333333333333435	0.3666666666666921	8.466666666666672																																																																																												California	Alberta	Alberta	Ontario	Aargau	Florida	Florida	New York	Västerbotten	Västerbotten	Alberta	Alberta	California	California																																																																																												United States	Canada	Canada	Canada	Switzerland	United States	United States	United States	Sweden	Sweden	Canada	Canada	United States	United States																																																																																											
K2 (Mountain)	4003.3055882772273	4360.044094584954	6.454545454545467	1.66188846744807	11	429.9008369398918	534.9398628596841	1159.9411239714243	1846.4278871381016	6028.276259798394	11649.820784093054	10644.83074324113	9655.573577272995	926.7740483256404	725.846478568996	434.02986884018884																																																																																															5.366666666666683	8.23333333333334	7.400000000000009	7.20000000000001	7.700000000000008	5.600000000000016	4.866666666666685	6.26666666666668	8.13333333333334	2.53333333333336	7.700000000000008																																																																																															Florida	Alberta	Saxony	Saxony	Alberta	Aargau	California	Aargau	California	Aargau	California																																																																																															United States	Canada	Germany	Germany	Canada	Switzerland	United States	Switzerland	United States	Switzerland	United States																																																																																														
Valley of the Kings	3999.9531358856048	5403.99465633339	7.176190476190485	1.1143671113941345	7	1686.1677091737768	570.5384793079847	93.3178401329963	378.45843429813226	250.0188708043927	12569.192768961988	12451.977848519964																																																																																																			8.266666666666673	7.500000000000009	7.733333333333341	4.733333333333352	6.500000000000012	7.800000000000008	7.700000000000008																																																																																																			Alberta	Florida	Alberta	England	England	Aargau	Aargau																																																																																																			Canada	United States	Canada	United Kingdom	United Kingdom	Switzerland	Switzerland																																																																																																		
Citadelle Laferrière	3993.4055383422437	3605.9139340521633	6.4076923076923205	1.7499769886718453	13	7267.002766079713	7486.410501313594	7220.414802749779	183.19178851402708	148.71216919236946	41.71659532124179	7409.773869117339	7326.71997582612	61.69773492443193	7336.112559648365	7271.849185985436	62.48047837697185	98.18957139977832																																																																																													7.10000000000001	6.633333333333345	7.6000000000000085	3.933333333333355	6.466666666666679	6.866666666666678	8.566666666666672	6.16666666666668	1.5000000000000269	7.000000000000011	7.700000000000008	6.533333333333346	7.233333333333343																																																																																													Saxony	California	Alberta	Alberta	Florida	Florida	Västerbotten	England	Alberta	Aargau	California	California	California																																																																																													Germany	United States	Canada	Canada	United States	United States	Sweden	United Kingdom	Canada	Switzerland	United States	United States	United States																																																																																												
Exxon Valdez Oil Spill	3945.7556090858493	3236.795080430996	4.400000000000019	2.35533841466975	7	6635.559000025623	8393.453267467692	291.6954379147551	319.39974039189605	6410.821449695801	5134.731832623877	434.62853548129925																																																																																																			2.266666666666694	1.4666666666666934	3.3666666666666902	3.933333333333355	7.533333333333342	4.0333333333333545	8.200000000000006																																																																																																			Burgenland	California	Florida	Florida	Alberta	England	California																																																																																																			Austria	United States	United States	United States	Canada	United Kingdom	United States																																																																																																		
